relevance,id,query
3,36571,world war 2
3,36572,world war 2
3,36573,world war 2
0,26652,world war 2
4,1251,world war 2
3,18712,world war 2
4,3683,world war 2
0,211672,world war 2
0,54551,world war 2
0,229407,world war 2
0,54559,world war 2
0,229408,world war 2
0,26204,world war 2
0,39227,world war 2
0,107928,world war 2
0,81836,world war 2
0,48650,world war 2
2,59993,world war 2
2,109970,world war 2
3,17044,world war 2
0,20880,world war 2
3,218305,world war 2
1,72190,world war 2
3,43279,world war 2
0,193687,world war 2
0,39100,world war 2
0,39105,world war 2
4,22311,world war 2
4,16869,world war 2
1,60976,world war 1
1,75015,world war 1
1,129405,world war 1
1,288109,world war 1
1,38828,world war 1
4,143,world war 1
4,10912,world war 1
0,103489,world war 1
3,19728,world war 1
0,63193,world war 1
4,16442,world war 1
0,40045,world war 1
0,21610,world war 1
0,8333,world war 1
0,33474,world war 1
4,8349,world war 1
0,36006,world war 1
0,5485,world war 1
0,41213,world war 1
0,85325,world war 1
1,16869,world war 1
1,228150,world war 1
0,14615,world war 1
0,37776,world war 1
0,92667,world war 1
0,251516,world war 1
1,205596,world war 1
0,47921,world war 1
0,34148,world war 1
1,55863,world war 1
0,157129,world war 1
1,8741,world war 1
0,14285,world war 1
0,28121,world war 1
0,80046,world war 1
0,3558,world war 1
1,1251,world war 1
1,3683,world war 1
1,18712,world war 1
0,109881,world war 1
0,176069,world war 1
4,289318,science fiction
4,15990,science fiction
4,22379,science fiction
4,775,science fiction
1,101609,science fiction
0,25651,science fiction
0,10686,science fiction
0,680,science fiction
0,1262,science fiction
0,97251,science fiction
2,320048,science fiction
0,184992,science fiction
0,9074,science fiction
2,123,science fiction
1,71506,science fiction
2,122,science fiction
2,120,science fiction
2,121,science fiction
0,13531,science fiction
0,108419,science fiction
0,10156,science fiction
0,201777,science fiction
0,64780,science fiction
4,13475,science fiction
4,200,science fiction
4,193,science fiction
4,199,science fiction
4,201,science fiction
2,2300,science fiction
0,71139,science fiction
0,72744,science fiction
0,18968,science fiction
0,64335,science fiction
0,10207,science fiction
0,24964,science fiction
0,91893,science fiction
0,10951,science fiction
0,126148,science fiction
1,60976,world war i
3,75015,world war i
3,129405,world war i
2,288109,world war i
0,38828,world war i
4,1654,world war i
3,36571,world war i
3,36572,world war i
3,36573,world war i
0,26652,world war i
4,1251,world war i
3,18712,world war i
4,3683,world war i
0,211672,world war i
0,54551,world war i
0,229407,world war i
0,54559,world war i
0,229408,world war i
0,26204,world war i
0,39227,world war i
0,107928,world war i
0,81836,world war i
0,48650,world war i
2,59993,world war i
2,109970,world war i
3,17044,world war i
0,20880,world war i
3,218305,world war i
1,72190,world war i
3,43279,world war i
0,193687,world war i
0,39100,world war i
0,39105,world war i
4,22311,world war i
4,16869,world war i
1,60976,world war ii
1,75015,world war ii
1,129405,world war ii
1,288109,world war ii
1,38828,world war ii
4,143,world war ii
4,10912,world war ii
0,103489,world war ii
3,19728,world war ii
0,63193,world war ii
4,16442,world war ii
0,40045,world war ii
0,21610,world war ii
0,8333,world war ii
0,33474,world war ii
4,8349,world war ii
0,36006,world war ii
0,5485,world war ii
0,41213,world war ii
0,85325,world war ii
1,16869,world war ii
1,228150,world war ii
0,14615,world war ii
0,37776,world war ii
0,92667,world war ii
0,251516,world war ii
1,205596,world war ii
0,47921,world war ii
0,34148,world war ii
1,55863,world war ii
0,157129,world war ii
4,79553,korean war
4,45520,korean war
4,11658,korean war
4,84569,korean war
4,46872,korean war
1,60976,korean war
1,75015,korean war
1,129405,korean war
1,288109,korean war
1,38828,korean war
0,211672,korean war
0,54551,korean war
0,229407,korean war
0,54559,korean war
0,229408,korean war
0,238,korean war
0,242,korean war
0,240,korean war
0,77403,korean war
0,70829,korean war
0,2671,korean war
0,25666,korean war
0,21311,korean war
0,64835,korean war
0,10576,korean war
3,31037,korean war
1,271007,korean war
0,80318,korean war
0,17336,korean war
1,98246,korean war
0,46737,korean war
0,10538,korean war
0,104329,korean war
0,9652,korean war
0,10681,korean war
4,78526,music industry
4,84323,music industry
3,82676,music industry
4,29475,music industry
2,125806,music industry
0,104221,music industry
0,183894,music industry
0,3573,music industry
0,12254,music industry
0,17813,music industry
2,13531,music industry
0,108419,music industry
0,10156,music industry
0,201777,music industry
0,64780,music industry
0,325358,music industry
0,93462,music industry
0,223702,music industry
0,771,music industry
0,9714,music industry
0,12536,music industry
0,134375,music industry
0,772,music industry
0,286217,music industry
0,9849,music industry
0,50321,music industry
0,5126,music industry
0,16268,music industry
4,10156,historical comedy
0,27865,historical comedy
0,330152,historical comedy
0,22905,historical comedy
0,47771,historical comedy
4,8005,historical comedy
0,106825,historical comedy
0,117781,historical comedy
0,159032,historical comedy
0,43341,historical comedy
1,156268,historical comedy
1,77074,historical comedy
1,49974,historical comedy
1,84187,historical comedy
1,16452,historical comedy
0,133790,historical comedy
0,8618,historical comedy
0,61120,historical comedy
0,159140,historical comedy
0,59,historical comedy
1,9665,historical comedy
0,85533,historical comedy
0,31777,historical comedy
0,9918,historical comedy
0,26626,historical comedy
3,11072,historical comedy
0,60438,historical comedy
0,285946,historical comedy
0,83007,historical comedy
0,19348,historical comedy
3,75015,second world war
3,129405,second world war
3,162865,second world war
0,49798,second world war
3,15770,second world war
4,857,second world war
0,49478,second world war
0,89191,second world war
0,15616,second world war
0,45757,second world war
1,60976,second world war
3,288109,second world war
0,38828,second world war
1,70804,second world war
3,5707,second world war
3,16121,second world war
4,1251,second world war
3,18712,second world war
4,3683,second world war
0,1359,second world war
0,10726,second world war
0,35683,second world war
0,11252,second world war
0,12662,second world war
2,51795,first world war
3,70804,first world war
1,23336,first world war
1,5707,first world war
3,47435,first world war
4,143,first world war
4,10912,first world war
0,103489,first world war
0,63193,first world war
0,108213,first world war
4,16442,first world war
0,40045,first world war
0,21610,first world war
0,8333,first world war
0,9417,first world war
4,11646,first world war
2,256917,first world war
0,321741,first world war
4,8349,first world war
0,36006,first world war
0,5485,first world war
0,41213,first world war
0,85325,first world war
4,975,first world war
0,150523,first world war
0,86532,first world war
0,10433,first world war
1,48458,first world war
1,167966,first world war
0,58626,first world war
0,13018,first world war
0,129139,first world war
0,41180,first world war
0,137625,first world war
0,21506,first world war
0,49104,first world war
0,7517,first world war
0,18507,first world war
4,18955,coco
0,24475,coco
0,38984,coco
0,11156,coco
0,8904,coco
0,158011,coco
0,50839,coco
0,21915,coco
0,127872,coco
0,18404,coco
0,118309,coco
0,22971,coco
0,39785,coco
0,8470,coco
0,5937,coco
0,18898,coco
0,507,coco
0,20311,coco
0,15449,coco
0,92331,coco
0,158743,coco
0,29228,coco
0,59169,coco
0,19596,coco
0,57563,coco
0,289727,harts war
0,370755,harts war
0,14940,harts war
1,51795,harts war
0,365371,harts war
4,10592,harts war
0,181330,harts war
0,41971,harts war
0,51364,harts war
0,35868,harts war
0,131457,harts war
0,40974,harts war
0,107028,harts war
0,79475,harts war
0,9614,harts war
0,125842,harts war
0,427760,harts war
0,4247,harts war
0,30335,harts war
0,284013,harts war
0,198130,harts war
0,29204,harts war
0,70846,harts war
0,42632,harts war
0,21501,harts war
0,81182,harts war
0,9656,harts war
0,340402,harts war
0,16412,harts war
0,81657,harts war
0,3179,harts war
0,30863,harts war
0,33155,harts war
0,240629,harts war
0,11788,harts war
0,4517,harts war
0,4518,harts war
0,87504,harts war
0,43327,harts war
0,9331,harts war
0,23908,harts war
0,66965,harts war
0,15216,harts war
0,85778,harts war
0,34303,harts war
0,64690,harts war
0,118737,harts war
0,50185,harts war
0,1620,harts war
0,10110,harts war
0,108419,harts war
0,10156,harts war
0,14449,harts war
0,36678,harts war
0,31534,football movie
4,29355,football movie
1,11397,football movie
1,42359,football movie
0,41402,football movie
4,9563,football movie
0,29251,football movie
0,84309,football movie
0,47161,football movie
0,37690,football movie
4,10637,football movie
0,379291,football movie
0,57165,football movie
0,295830,football movie
0,10323,football movie
0,5693,football movie
4,9766,football movie
3,75074,football movie
4,14709,football movie
3,45852,football movie
0,94794,football movie
0,169869,football movie
0,54546,football movie
0,11019,football movie
0,351862,football movie
0,11643,football movie
0,61263,football movie
0,243881,football movie
0,285025,football movie
0,55551,football movie
0,24782,football movie
0,59572,football movie
0,38830,football movie
0,37360,football movie
0,51366,football movie
2,9319,football movie
0,89,football movie
0,5917,football movie
0,71065,football movie
0,9549,football movie
4,11170,football movie
0,23336,football movie
0,47939,football movie
0,159128,football movie
0,158711,football movie
0,31534,football
4,29355,football
1,11397,football
1,42359,football
0,41402,football
4,9563,football
0,29251,football
0,84309,football
0,47161,football
0,37690,football
4,10637,football
0,379291,football
0,57165,football
0,295830,football
0,10323,football
0,5693,football
4,9766,football
3,75074,football
4,14709,football
3,45852,football
0,94794,football
0,169869,football
0,54546,football
0,11019,football
0,351862,football
0,11643,football
0,61263,football
0,243881,football
0,285025,football
0,55551,football
0,24782,football
0,59572,football
0,38830,football
0,37360,football
0,51366,football
2,9319,football
0,89,football
0,5917,football
0,71065,football
0,9549,football
4,11170,football
0,23336,football
0,47939,football
0,159128,football
0,158711,football
4,2636,stallone sharon stone
0,28180,stallone sharon stone
0,8984,stallone sharon stone
0,9395,stallone sharon stone
0,32726,stallone sharon stone
2,45712,stallone sharon stone
2,31922,stallone sharon stone
2,8916,stallone sharon stone
2,23916,stallone sharon stone
0,9614,stallone sharon stone
0,125842,stallone sharon stone
0,427760,stallone sharon stone
0,30335,stallone sharon stone
0,20178,stallone sharon stone
0,24655,stallone sharon stone
0,310133,stallone sharon stone
0,46989,stallone sharon stone
0,15462,stallone sharon stone
0,13931,stallone sharon stone
0,786,stallone sharon stone
0,8886,stallone sharon stone
0,105586,stallone sharon stone
0,125034,stallone sharon stone
0,257442,stallone sharon stone
0,3179,stallone sharon stone
0,16290,stallone sharon stone
0,102431,stallone sharon stone
0,1574,stallone sharon stone
0,128298,stallone sharon stone
0,43213,stallone sharon stone
0,28816,stallone sharon stone
0,116008,stallone sharon stone
0,13894,patrick stewart
3,25950,patrick stewart
0,19664,patrick stewart
3,47913,patrick stewart
0,133119,patrick stewart
1,13475,patrick stewart
4,193,patrick stewart
4,200,patrick stewart
4,199,patrick stewart
4,201,patrick stewart
0,44233,patrick stewart
0,241554,patrick stewart
0,18702,patrick stewart
0,48864,patrick stewart
0,222649,patrick stewart
0,37292,patrick stewart
0,18264,patrick stewart
0,43882,patrick stewart
0,4934,patrick stewart
0,91419,patrick stewart
1,154,patrick stewart
0,67109,patrick stewart
0,68247,patrick stewart
0,180954,patrick stewart
0,332411,patrick stewart
4,36657,patrick stewart
1,49538,patrick stewart
3,2080,patrick stewart
1,246655,patrick stewart
3,36668,patrick stewart
0,3080,patrick stewart
0,99875,patrick stewart
0,43580,patrick stewart
0,10588,patrick stewart
0,20239,patrick stewart
0,9651,patrick stewart
0,54182,patrick stewart
0,104329,patrick stewart
0,8840,patrick stewart
0,38866,patrick stewart
0,4518,patrick stewart
0,11788,patrick stewart
0,4517,patrick stewart
0,65035,patrick stewart
0,16902,patrick stewart
0,14043,patrick stewart
0,47883,patrick stewart
0,25975,patrick stewart
0,213831,patrick stewart
0,47882,patrick stewart
0,8208,patrick stewart
0,574,patrick stewart
0,9414,patrick stewart
0,2762,patrick stewart
0,86261,patrick stewart
0,11857,patrick stewart
0,84857,patrick stewart
0,185,patrick stewart
0,633,patrick stewart
0,277686,patrick stewart
0,27573,patrick stewart
0,54054,patrick stewart
0,5922,patrick stewart
0,51859,patrick stewart
0,429,patrick stewart
0,20442,patrick stewart
0,38804,patrick stewart
0,19063,patrick stewart
0,81657,patrick stewart
0,635,patrick stewart
0,11697,patrick stewart
0,2165,patrick stewart
0,28638,patrick stewart
0,51594,patrick stewart
0,66600,patrick stewart
0,11836,patrick stewart
0,228165,patrick stewart
0,510,patrick stewart
0,57211,patrick stewart
0,82866,patrick stewart
0,293310,patrick stewart
0,10338,patrick stewart
3,70703,william shatner
3,13533,william shatner
2,21846,william shatner
3,5851,william shatner
2,20305,william shatner
2,13475,william shatner
4,193,william shatner
1,200,william shatner
1,199,william shatner
1,201,william shatner
4,168,william shatner
1,81899,william shatner
4,157,william shatner
0,1075,william shatner
0,25508,william shatner
0,6217,william shatner
0,11694,william shatner
0,25078,william shatner
0,99875,william shatner
0,43580,william shatner
0,10588,william shatner
0,13675,william shatner
0,3080,william shatner
0,513,william shatner
0,139567,william shatner
0,334521,william shatner
0,12503,william shatner
0,13153,william shatner
0,92381,william shatner
0,276518,william shatner
0,39113,william shatner
0,83732,william shatner
0,37843,william shatner
3,23916,stallone
3,38925,stallone
3,81830,stallone
3,1825,stallone
3,9876,stallone
4,1366,stallone
4,1246,stallone
4,1374,stallone
4,1367,stallone
4,1371,stallone
4,7555,stallone
3,1370,stallone
3,1369,stallone
4,1368,stallone
0,31362,stallone
0,22048,stallone
0,52270,stallone
0,17589,stallone
0,25941,stallone
0,84197,stallone
0,10009,stallone
0,81675,stallone
0,2383,stallone
0,125948,stallone
0,41515,stallone
0,74055,stallone
0,36764,stallone
0,171372,stallone
0,4365,stallone
0,71933,stallone
0,57521,stallone
0,118761,stallone
0,128442,stallone
0,126136,stallone
0,91,stallone
1,23916,sharon stone sylvester stallone
1,81830,sharon stone sylvester stallone
1,38925,sharon stone sylvester stallone
4,2636,sharon stone sylvester stallone
1,1825,sharon stone sylvester stallone
0,19575,sharon stone sylvester stallone
0,10608,sharon stone sylvester stallone
0,10276,sharon stone sylvester stallone
0,26030,sharon stone sylvester stallone
0,26520,sharon stone sylvester stallone
0,44874,sharon stone sylvester stallone
0,15016,sharon stone sylvester stallone
0,15167,sharon stone sylvester stallone
0,77499,sharon stone sylvester stallone
0,34564,sharon stone sylvester stallone
1,45712,sharon stone sylvester stallone
1,31922,sharon stone sylvester stallone
1,32067,sharon stone sylvester stallone
1,31700,sharon stone sylvester stallone
1,61265,sharon stone sylvester stallone
0,18722,sharon stone sylvester stallone
0,1792,sharon stone sylvester stallone
0,18885,sharon stone sylvester stallone
0,13341,sharon stone sylvester stallone
0,15104,sharon stone sylvester stallone
4,8916,sharon stone sylvester stallone
